กฟฟ.,ทะเบียน,จว.,รหัส,ยี่ห้อ,ลักษณะ/พิกัด,เลขเครื่อง,รุ่น/เลขชัชซี่,วันจดทะเบียน,อายุ,ประกันภัย,เชื้อเพลิง
กฟอ.โพธาราม,บค 7112 ,รบ.  ,ต.1-03-0372,DATSAN              ,เก๋งสองตอน                                        ,SD23-236787,S720-B81717 /SD23,27/5/2526,34,ป.3,ดีเชล
กฟอ.โพธาราม,บง 5252 ,รบ.  ,ต.1-03-0621,MITSUBISHI          ,เก๋งสองตอน                                        ,4D56T-AF-5727,K14XDL-55722 /4D56T,22/10/2535,25,,ดีเชล
กฟอ.โพธาราม,บจ-540  ,รบ.  ,ต.1-03-0460,DATSAN              ,เก๋งสองตอน                                        ,TD23-093212,G720-36269 /TD23,21/1/2528,32,ป.3,ดีเชล
กฟอ.โพธาราม,บษ 154  ,รบ.  ,ต.1-04-3513,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-922397,NKR55EU1M-7146840 /4JB1,18/10/2537,23,ป.3,ดีเชล
กฟอ.โพธาราม,บษ 156  ,รบ.  ,ต.1-04-0372,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4BA1-541196,73-0223 /4BA1,9/10/2518,42,ป.3,ดีเชล
กฟอ.โพธาราม,บษ 5509 ,รบ.  ,ต.1-04-4243,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-365072,NKR55EU1M-T-7102543 /4JB1,11/7/2540,20,,ดีเชล
กฟอ.โพธาราม,ผ -6322 ,รบ.  ,ต.1-20-1622,SUZUKI              ,จักรยานยนต์                                       ,E104-TH855003,BE11B-TH855003 /E104,11/9/2535,25,ป.3,เบนชิล
กฟอ.โพธาราม,ผ-6323  ,รบ.  ,ต.1-20-1583,SUZUKI              ,จักรยานยนต์                                       ,E104-TH855012,BE11B-TH85501 /E104,11/9/2535,25,ป.3,เบนชิล
กฟอ.โพธาราม,ฝ-2608  ,รบ.  ,ต.1-20-2189,SUZUKI              ,จักรยานยนต์                                       ,E104-TH7896250,BE11B-TH896250 /E104,9/9/2536,24,ป.3,เบนชิล
กฟอ.โพธาราม,ว- 5251 ,รบ.  ,ต.1-20-3106,SUZUKI              ,จักรยานยนต์                                       ,E104-TH565366,BE11B-TH565366 /E104,5/8/2539,21,ป.3,เบนชิล
กฟอ.โพธาราม,ว-5252  ,รบ.  ,ต.1-20-3105,SUZUKI              ,จักรยานยนต์                                       ,E104-TH565365,BE11B-TH565365 / E104,5/8/2539,21,ป.3,เบนชิล
,,,,,,,,,,,
กฟส.ดำเนินสะดวก,00-27   ,รบ.  ,ต.1-30-0004,MITSUBISHI          ,เรืออีแปะ                                         ,4DR-145092,,26/9/2534,26,,ดีเชล
กฟส.ดำเนินสะดวก,80-8189 ,รบ.  ,ต.1-04-0799,HINO                ,บรรทุก 6 ตัน                                      ,101325,KL340-58819 /KL340,23/2/2522,38,,ดีเชล
กฟส.ดำเนินสะดวก,81-7611 ,รบ.  ,ต.1-04-3004,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ) 2 ตัน                       ,4JB1-760568,NKR55EU1-M-7125850 /NKR55EU1,23/9/2536,24,,ดีเชล
กฟส.ดำเนินสะดวก,81-7612 ,รบ.  ,ต.1-04-2244,HINO                ,เครนพับ                                           ,EH700-150767,KR320-17184 /EH700,20/7/2527,33,,ดีเชล
กฟส.ดำเนินสะดวก,81-7909 ,รบ.  ,ต.1-04-2263,HINO                ,เครนพับ                                           ,EH700-151385,KR320-17191 /KR320,24/4/2527,33,,ดีเชล
กฟส.ดำเนินสะดวก,82-2351 ,รบ.  ,ต.1-04-5059,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ) 2 ตัน                       ,4JB1-961582,NKR55E12Y-7105264 /NKR55E12E,17/8/2547,13,,ดีเชล
กฟส.ดำเนินสะดวก,83-2312 ,รบ.  ,ต.1-04-6593,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1-NV0195,MP1NMR85EFT101980 /NMR85EXXXS,2/2/2559,1,,ดีเชล
กฟส.ดำเนินสะดวก,กง 7057 ,รบ.  ,ต.1-01-1459,FORD                ,กระบะบรรทุก 1 ตัน 4 ประตูมีหลังคาครอบ             ,WLAT-448661,MNBBSFD304W371572 /WLAT,23/4/2547,13,,ดีเชล
กฟส.ดำเนินสะดวก,กวข 712 ,รบ.  ,ต.1-02-2804,SUZUKI              ,จักรยานยนต์                                       ,E104-TH998564,BE11B-TH998564 /RC100,19/8/2541,19,,เบนชิล
กฟส.ดำเนินสะดวก,ขคม 259 ,รบ.  ,ต.1-02-3423,YAMAHA              ,จักรยานยนต์                                       ,5HV-583344,5HV-583344 /KA-105C,17/4/2546,14,,เบนชิล
กฟส.ดำเนินสะดวก,คขพ 891 ,รบ.  ,ต.1-20-3634,HONDA               ,จักรยานยนต์                                       ,NF110KE-0121322,NF110K-0121322 /WAVE 110 I,28/9/2556,4,,เบนชิล
กฟส.ดำเนินสะดวก,คขพ 893 ,รบ.  ,ต.1-20-3635,HONDA               ,จักรยานยนต์                                       ,NF11OKE-0114819,NF110K-0114819 / WAVE 110 I,28/9/2556,4,,เบนชิล
กฟส.ดำเนินสะดวก,บบ 404  ,รบ.  ,ต.1-03-1093,TOYOTA              ,กระบะบรรทุก 1 ตัน 2 ประตู                         ,2L-9519296,LN85-7116880 /LN85R-TRMRST-E,20/11/2541,19,,ดีเชล
กฟส.ดำเนินสะดวก,บว 5043 ,รบ.  ,ต.1-03-0290,TOYOTA              ,กระบะบรรทุก 1 ตัน 2 ประตู                         ,2Y - 0352853,RN40-133827 / HILUX,21/5/2558,2,,เบนชิล
กฟส.ดำเนินสะดวก,บษ 2832 ,รบ.  ,ต.1-04-4101,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-353814,NKR55EX1-T-7102379 / 4JB1,2/6/2540,20,,ดีเชล
,,,,,,,,,,,
กฟส.ดอนไผ่, 00-32  ,สส.  ,ต.1-30-0005,ISUZU               ,                                                  ,672449,,10/2/2538,22,,เบนชิล
กฟส.ดอนไผ่,1กม8631 ,รบ.  ,ต.1-20-3841,HONDA               ,จักรยานยนต์                                       ,JA140E-0184367,MLHJA1404F5184367 /WAVE110I,11/8/2559,1,,เบนชิล อื่น ๆ
กฟส.ดอนไผ่,82-4189 ,รบ.  ,ต.1-09-0009,ISUZU               ,เครนแข็ง                                          ,6BG1-654572,1664691 /6BG1,30/6/2520,40,,ดีเชล
กฟส.ดอนไผ่,82-5072 ,รบ.  ,ต.1-04-1374,ISUZU               ,เครนพับ                                           ,6BD1-751045,3369576 / 6BD1,28/5/2525,35,,ดีเชล
กฟส.ดอนไผ่,82-6690 ,รบ.  ,ต.1-04-5473,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,N04C-TR10751,MNKAH04H204000570 /XZU303R-HBMLAT3,9/12/2552,8,,ดีเชล
กฟส.ดอนไผ่,82-6986 ,รบ.  ,ต.1-04-1913,ISUZU               ,บรรทุก 6 ตัน                                      ,6BD1-365651,TXD55-1697382 /TXD55,21/12/2526,34,,ดีเชล
กฟส.ดอนไผ่,82-7939 ,รบ.  ,ต.1-04-5715,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1-942997,MP1NLR85E9T103522 /NLR85E1GAH,10/1/2554,6,,ดีเชล
กฟส.ดอนไผ่,83-0582 ,กทม. ,ต.1-04-6162,ISUZU               ,บรรทุก 6 ตัน                                      ,6HK1 - 638222,MP1FTR34LAT001660 / FTR34LZL,21/5/2558,2,,ดีเชล
กฟส.ดอนไผ่,กง 9576 ,รบ.  ,ต.1-01-0590,NISSAN              ,เก๋งสองตอน                                        ,Z16-T31561,CGD21-D40576 /CGD21SFU1% DX,12/9/2537,23,,เบนชิล
กฟส.ดอนไผ่,กจ 2903 ,รบ.  ,ต.1-01-1833,ISUZU               ,นั่งสองตอนท้ายบรรทุก                              ,4JK1DP5143,MP1TFR86H6T137260 /TFR86HDM3G,22/3/2549,11,,ดีเชล
กฟส.ดอนไผ่,บพ 252  ,รบ.  ,ต.1-03-1164,FORD                ,กระบะบรรทุก 1 ตัน                                 ,WLAT-311561,MNBBSBD302W226836 /UL76RAC,8/7/2545,15,,ดีเชล
,,,,,,,,,,,
กฟส.บางแพ,80-8211 ,รบ.  ,ต.1-04-1994,ISUZU               ,เครนพับ                                           ,6BD1-365979,1697649 /6BD1,17/1/2527,33,ป.3,ดีเชล
กฟส.บางแพ,81-8648 ,รบ.  ,ต.1-04-4471,TOYOTA              ,กระบะบรรทุก 2 ตัน                                 ,14B-1583908,BU101-9501508 / BU101,11/12/2541,19,ป.3,ดีเชล
กฟส.บางแพ,82-5884 ,รบ.  ,ต.1-04-5281,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,N04C-TR10573,MNKAH04H804000413 /XZU303R-HBMLAT3,15/8/2551,9,ป.3,ดีเชล
กฟส.บางแพ,82-8126 ,รบ.  ,ต.1-04-5752,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,N04C-TR12784,MNKAH04H704001147 / XZU303R-HBMLAT3,24/3/2554,6,ป.3,ดีเชล
กฟส.บางแพ,กจ 7505 ,รบ.  ,ต.1-01-2003,FORD                ,นั่งสองตอนท้ายบรรทุก                              ,WLAT-774432,MNBBSFD207W638074 /FORD RANGER,29/5/2550,10,ป.3,ดีเชล
กฟส.บางแพ,บ-0318  ,รบ.  ,ต.1-20-1677,SUZUKI              ,จักรยานยนต์                                       ,E104-TH737993,BE11B-TH737993 / E104,11/9/2532,28,,เบนชิล
กฟส.บางแพ,บพ 1617 ,รบ.  ,ต.1-03-0570,MITSUBISHI          ,กระบะบรรทุก 1 ตัน                                 ,4D56T-AD-5254,K14XDL-35251 /K14TCNUX,3/4/2534,26,ป.3,ดีเชล
กฟส.บางแพ,ผ-8442  ,รบ.  ,ต.1-20-1582,SUZUKI              ,จักรยานยนต์                                       ,E104-TH855007,BE11B-TH855007 /E104,11/9/2535,25,,เบนชิล
,,,,,,,,,,,
กฟอ.ชะอำ,2ฒฆ2478 ,กทม. ,ต.1-01-เช่า,ISUZU               ,กระบะบรรทุก 1 ตัน 4 ประตูมีหลังคาครอบ             ,RZ4ERL3454,MP1TFR87JHG052167 /D-MAX,20/7/2560,0,,ดีเชล
กฟอ.ชะอำ,5 กข-23 ,พบ.  ,ต.1-25-เช่า,ISUZU               ,เก๋งสองตอน                                        ,4JK1NR5679,TP1TFG84075 / ค.ศ.2015,26/2/2559,1,,ดีเชล
กฟอ.ชะอำ,51-7231 ,กทม. ,ต.1-04-6576,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1-NU1280,MP1NMR85EFT101903 / 2400กก.,2/2/2559,1,,ดีเชล
กฟอ.ชะอำ,80-5285 ,พบ.  ,ต.1-04-0731,TOYOTA              ,กระบะบรรทุก 6 ตันติดบูมสามขา                      ,2D-188606,DA115-42805 /DA115,18/4/2554,6,ป.3,ดีเชล B5
กฟอ.ชะอำ,80-8043 ,พบ.  ,ต.1-04-2884,ISUZU               ,เครนพับ                                           ,6BD1-497595,HTR114 J-3002655 /HTR114J,18/4/2554,6,ป.3,ดีเชล B5
กฟอ.ชะอำ,80-8831 ,พบ.  ,ต.1-04-3203,HINO                ,เครนพับ                                           ,EH700-147252,EQ-1118G6DJ1Y-93503397 /EQ-1118G6DJ1Y,4/5/2537,23,ป.3,ดีเชล B5
กฟอ.ชะอำ,81-0066 ,พบ.  ,ต.1-09-0335,ISUZU               ,เครนแข็ง                                          ,6HH1-247787,FTR33HT-3000733 /6HH1,16/10/2540,20,ป.3,ดีเชล B5
กฟอ.ชะอำ,81-1654 ,พบ.  ,ต.1-04-5062,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,4JB1-961589,NKR55E12Y-7105267 / NKR55E12Y,23/12/2546,14,ป.3,ดีเชล B5
กฟอ.ชะอำ,81-2169 ,พบ.  ,ต.1-09-0558,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,4HG1-143325,NPR71PY52A3-7103361 /NPR71PY52A,7/7/2548,12,ป.3,ดีเชล B5
กฟอ.ชะอำ,81-4121 ,พบ.  ,ต.1-04-5762,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,N04C-TR12890,MNKAH04H404001218 /XZU303R-HBMLAT3,24/3/2554,6,ป.3,ดีเชล
กฟอ.ชะอำ,81-5356 ,พบ.  ,ต.1-01-0000,NISSAN              ,เครนพับ                                           ,PD6-057313,TF 20 G-00910 /TF 20 Gขับเครื่อนสองเพลา,18/11/2556,4,ป.3,ดีเชล
กฟอ.ชะอำ,81-5901 ,พบ.  ,ต.1-04-6576,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,4JJ1-NU1280,MP1NMR85EFT101903 / NM1R85EXXXS,2/2/2559,1,,ดีเชล
กฟอ.ชะอำ,ก - 8336,พบ.  ,ต.1-01-1010,MITSUBISHI          ,เก๋งสองตอน                                        ,4G13NKTAC613,CB1ASNE-02611 /LANCER,11/9/2539,21,ป.3,เบนชิล
กฟอ.ชะอำ,ก 7363  ,พบ.  ,ต.1-01-1010,NISSAN              ,เก๋งสองตอน                                        ,SR20-189934W,FGD21-E28949 / FGD21SFX DXA,12/1/2539,21,,เบนชิล อื่น ๆ
กฟอ.ชะอำ,ก7363   ,พบ.  ,ต.1-01-0850,NISSAN              ,เก๋งสองตอน                                        ,Z20-T01217,FGD21-E28949 /FGD21SFX% DXA,18/4/2554,6,ป.3,เบนชิล
กฟอ.ชะอำ,ก8336   ,พบ.  ,ต.1-01-1010,MITSUBISHI          ,เก๋งสองตอน                                        ,4G13NKTAC613,CB1ASNE-02611 / เก๋ง,11/9/2539,21,,เบนชิล อื่น ๆ
กฟอ.ชะอำ,กค 5664 ,พบ.  ,ต.1-01-2041,CHEVROLET           ,นั่งสองตอนท้ายบรรทุก                              ,4JK1ET0433,MPATFR86H7H546993 /COLORADO,24/7/2550,10,ป.3,ดีเชล
กฟอ.ชะอำ,กค 6258 ,พบ.  ,ต.1-01-2010,FORD                ,นั่งสองตอนท้ายบรรทุก                              ,WI.AT-773958,MNBBSFD207W637746 /FORD RANGER,18/4/2554,6,ป.3,ดีเชล B5
กฟอ.ชะอำ,กค-5664 ,พบ.  ,ต.1-01-2041,ISUZU               ,เก๋งสองตอน                                        ,4JK1ET0433,MP1NMR86H7H546993,24/6/2550,10,,ดีเชล
กฟอ.ชะอำ,กค-6258 ,พบ.  ,ต.1-01-2010,FORD                ,บรรทุกเฉพาะกิจ(บริการ)                            ,WLAT-773958,MNBBSFD207W637746 / นั่งสองตอนท้ายบรรทุก,29/5/2550,10,,ดีเชล B5
กฟอ.ชะอำ,บ - 9159,พบ.  ,ต.1-03-0688,MITSUBISHI          ,กระบะบรรทุก 1 ตัน                                 ,4D56T-AG3443,K14XDL-63437 /K14TUNSRUX,25/6/2536,24,ป.3,ดีเชล B5
กฟอ.ชะอำ,บ9159   ,พบ.  ,ต.1-03-0688,MITSUBISHI          ,กระบะบรรทุก 1 ตัน                                 ,4D56T-AG3443,K14XDL-63437 / บรรทุก1ตัน,25/6/2536,24,,ดีเชล
กฟอ.ชะอำ,บฉ 5242 ,พบ.  ,ต.1-03-1095,TOYOTA              ,กระบะบรรทุก 1 ตัน                                 ,2L-9521090,LN85-7117038 /LN85R-TRMRST-E,20/11/2541,19,ป.3,ดีเชล B5
กฟอ.ชะอำ,บฉ-5242 ,พบ.  ,ต.1-03-1095,TOYOTA              ,กระบะบรรทุก 1 ตัน                                 ,2L-9521090,LN85-7117038 / บรรทุก1ตัน,20/11/2541,19,ป.3,ดีเชล
กฟอ.ชะอำ,บพ 9952 ,ปข.  ,ต.1-03-2723,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-582679,NKR55EU1M-7105266 / NKR55E01,2/3/2554,6,,ดีเชล B5
กฟอ.ชะอำ,บพ-1507 ,พบ.  ,ต.1-04-4099,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-353818,NKR55EX1T-7102380 /4JB1,2/6/2540,20,ป.3,ดีเชล B5
กฟอ.ชะอำ,บพ-1508 ,พบ.  ,ต.1-04-5719,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1 942968,MP1NLR85E 9T103526 /NLR85E1GAH,12/5/2554,6,ป.3,ดีเชล
กฟอ.ชะอำ,บพ1509  ,พบ.  ,ต.1-04-2003,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB129412,0311835 / บรรทุก2ตัน,24/1/2527,33,,ดีเชล
กฟอ.ชะอำ,บพ-1509 ,พบ.  ,ต.1-04-2003,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,625476,311835,24/1/2527,33,ป.3,ดีเชล B5
กฟอ.ชะอำ,บพ-1526 ,พบ.  ,ต.1-04-2807,TOYOTA              ,กระบะบรรทุก 2 ตัน                                 ,11B-1279213,BU61-8004713 /BU61RMB,16/12/2535,25,ป.3,ดีเชล B5
กฟอ.ชะอำ,ผ 0477  ,พบ.  ,ต.1-03-0305,TOYOTA              ,กระบะบรรทุก 1 ตัน                                 ,2Y-0230033,RN40131158 / TOYOTA 1983,22/4/2556,4,ป.3,เบนชิล
กฟอ.ชะอำ,ผ-0477  ,พบ.  ,ต.1-03-0305,TOYOTA              ,เก๋งสองตอน                                        ,2Y-0230033,RN40-131158 / บรรทุก1ตัน,28/6/2526,34,,เบนชิล อื่น ๆ
,,,,,,,,,,,
กฟอ.บางสะพาน,81-0348 ,ปข.  ,ต.1-04-4583,MITSUBISHI          ,เครนพับ                                           ,6D17-BA0192,MMTFK458HVC000192 /FK458HRGDH2,26/1/2543,17,ป.3,ดีเชล
กฟอ.บางสะพาน,81-0936 ,ปข.  ,ต.1-04-4273,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,4JB1-359938,NKR55EX1T-7102465 /NKR55EX1T,17/7/2540,20,ป.3,ดีเชล
กฟอ.บางสะพาน,81-1381 ,ปข.  ,ต.1-04-3123,ISUZU               ,เครนพับ                                           ,603378,FTR11HYK-3602254 / FTR11HYK,8/11/2536,24,ป.3,ดีเชล
กฟอ.บางสะพาน,81-1840 ,ปข.  ,ต.1-04-5055,ISUZU               ,เครนพับ                                           ,4JB1-961573,NKR55E12Y-7105260 /NKR55E12,23/12/2546,14,ป.3,ดีเชล
กฟอ.บางสะพาน,81-2163 ,ปข.  ,ต.1-09-0455,MITSUBISHI          ,เครนพับ                                           ,6D16-NA0596,MMTFK457MYC000696 / FK457HSRGDH3,23/11/2547,13,ป.3,ดีเชล
กฟอ.บางสะพาน,81-2462 ,ปข.  ,ต.1-09-0527,MITSUBISHI          ,กระเช้าแก้ไฟ                                      ,4D34-MA0321,MMTFE659RXC000421 / FE659F7SRDH3,21/4/2548,12,,ดีเชล
กฟอ.บางสะพาน,81-6358 ,ปข.  ,ต.1-09-0771,SCANIA              ,ขุดเจาะ                                           ,DC13108W016817424,YS2P4X40005352533 / P360CB4X4HHZ,26/11/2557,3,,ดีเชล
กฟอ.บางสะพาน,81-6756 ,ปข.  ,ต.1-04-6575,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1-NU1283,MP1NMR85EFT101921 /NMR85EXXXS,2/2/2559,1,,ดีเชล
กฟอ.บางสะพาน,กก-5174 ,ปข.  ,ต.1-01-0851,NISSAN              ,กระบะบรรทุก 2 ตัน                                 ,TD27-159428T,FGD21-E28981 /FGD21SX%DXA,12/1/2539,21,ป.3,ดีเชล
กฟอ.บางสะพาน,กข.5108 ,ปข.  ,ต.1-01-1110,MITSUBISHI          ,เก๋งสองตอน                                        ,4G18TAAA2809,MMTSNCS3C2F000614 /CS3ASNUERU,24/2/2546,14,ป.3,เบนชิล
กฟอ.บางสะพาน,กข.6958 ,ปข.  ,ต.1-01-1322,FORD                ,นั่งสองตอนท้ายบรรทุก                              ,WLAT432607,MNBBSFD303W362781 /RANGER,21/2/2547,13,ป.3,ดีเชล
กฟอ.บางสะพาน,กค.3196 ,ปข.  ,ต.1-01-1994,FORD                ,กระบะบรรทุก 2 ตัน                                 ,WLAT-775440,MNBBSFD207W638872 / FORD RANGER,29/5/2550,10,,ดีเชล
กฟอ.บางสะพาน,กค.3204 ,ปข.  ,ต.1-01-1995,FORD                ,นั่งสองตอนท้ายบรรทุก                              ,WLAT-773062,MNBBSFD207W637133 /FORD RANGER,29/5/2550,10,ป.3,ดีเชล
กฟอ.บางสะพาน,กนร.623 ,ปข.  ,ต.1-20-3254,SUZUKI              ,จักรยานยนต์                                       ,E104-TH264775,BE11B-TH264775 / RC100,24/3/2554,6,,เบนชิล
กฟอ.บางสะพาน,นข 2349 ,ปข.  ,ต.1-01-1078,MITSUBISHI          ,บรรทุกเฉพาะกิจ(บริการ)                            ,4D56-FM9898,MMTONK64UWA000249 / K64TENMRU,28/12/2541,19,,ดีเชล
กฟอ.บางสะพาน,บ.8235  ,ปข.  ,ต.1-20-2817,SUZUKI              ,จักรยานยนต์                                       ,E104-TH998554,BE11B-TH998554 /RC100J,24/3/2554,6,,เบนชิล
กฟอ.บางสะพาน,บง.2002 ,ปข.  ,ต.1-03-0695,MITSUBISHI          ,กระบะบรรทุก 1 ตัน 2 ประตู                         ,4D56TAG3416,K14XDL-63410 /K14TUNSRUX,25/6/2536,24,ป.3,ดีเชล
กฟอ.บางสะพาน,บต.5174 ,ปข.  ,ต.1-03-1166,FORD                ,กระบะบรรทุก 1 ตัน                                 ,WLAT-311795,MNBBSBD302W226833 /UL76RAC,8/7/2545,15,ป.3,ดีเชล
กฟอ.บางสะพาน,บพ 6449 ,ปข.  ,ต.1-04-4017,TOYOTA              ,กระบะบรรทุก 2 ตัน                                 ,14B-1458874,BU101-9500747 /BU101,4/10/2539,21,ป.3,ดีเชล
กฟอ.บางสะพาน,บพ 6450 ,ปข.  ,ต.1-04-2805,TOYOTA              ,กระบะบรรทุก 2 ตัน                                 ,11B-1276521,BU61-8004673 /BU61RMDDTY,17/12/2535,25,ป.3,ดีเชล
กฟอ.บางสะพาน,บพ 8416 ,ปข.  ,ต.1-04-5720,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1- 942970,MP1NLR85E 9T103527 / NLR85E1GAH,10/1/2554,6,ป.3,ดีเชล
กฟอ.บางสะพาน,บพ 9952 ,ปข.  ,ต.1-04-2723,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-582679,NKR55EU1M-7105266,22/7/2535,25,ป.3,ดีเชล
,,,,,,,,,,,
กฟส.จอมบึง,3กภ 6256,กทม. ,ต.1-25-0001,ISUZU               ,ตรวจการ                                           ,4JJ1MK5334,MP1TFR85GET009643 / MU-X,6/10/2557,3,,ดีเชล
กฟส.จอมบึง,3กอ-4730,กทม. ,ต.1-25-0002,TOYOTA              ,กระบะบรรทุก 1 ตัน 4 ประตูมีหลังคาครอบ             ,2KDS486760,MROER12G605504410 /VIGO-D,3/2/2558,2,,ดีเชล
กฟส.จอมบึง,81-9956 ,รบ.  ,ต.1-04-4341,MITSUBISHI          ,เครนพับ                                           ,6D17-BA0078,MMTFK458HTC-000078 / MMTFK458HTC,28/1/2541,19,,ดีเชล
กฟส.จอมบึง,82-1466 ,รบ.  ,ต.1-04-4515,MITSUBISHI          ,บรรทุกเฉพาะกิจ(บริการ)                            ,6D17-BA0147,MMTFK458HVC000147 /MMTFK458HVC,12/2/2542,18,ป.3,ดีเชล
กฟส.จอมบึง,82-2340 ,รบ.  ,ต.1-04-5057,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,4JB1-961577,NKR55E12Y-7105262 /NKR55E12Y,23/12/2546,14,ป.3,ดีเชล
กฟส.จอมบึง,82-2529 ,รบ.  ,ต.1-09-0401,MITSUBISHI          ,เครนพับ                                           ,6D16-NA0442,MMTFK457MYC000542 /MMTFK457MYC,25/3/2547,13,,ดีเชล
กฟส.จอมบึง,82-3638 ,รบ.  ,ต.1-09-0579,ISUZU               ,กระเช้าแก้ไฟ                                      ,4HG1-158656,NPR71PY52A3-7103506 / NPR71PY52A,14/9/2548,12,,ดีเชล
กฟส.จอมบึง,82-6713 ,รบ.  ,ต.1-04-5470,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,NO4C-TR10747,MNKAHO4H004000566 /XZU303R-HBMLAT3,9/12/2552,8,ป.3,ดีเชล
กฟส.จอมบึง,82-7934 ,รบ.  ,ต.1-04-5716,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1-943005,MP1NLR85E9T103523 /NLR85E1GAH,10/1/2554,6,ป.3,ดีเชล
กฟส.จอมบึง,82-8087 ,รบ.  ,ต.1-04-5775,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,NO4C-TR12923,MNKAHO4H804001237 / XZU303R-HBMLAT3,14/2/2554,6,ป.3,ดีเชล
กฟส.จอมบึง,83-0425 ,รบ.  ,ต.1-04-6163,ISUZU               ,เครนพับ                                           ,6HK1-638216,MP1FTR34LAT001661 / FTR34LZL,21/10/2556,4,,ดีเชล
กฟส.จอมบึง,83-1299 ,รบ.  ,ต.1-09-0746,SCANIA              ,ขุดเจาะ                                           ,DC13108W016817222,YS2P4X40005352526 / P360CB4X4HHZ,3/9/2557,3,,ดีเชล
กฟส.จอมบึง,83-2240 ,รบ.  ,ต.1-04-6574,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1-NU5487,MP1NMR85EFT101934 / NMR85EXXXS,2/2/2559,1,ป.3,ดีเชล
กฟส.จอมบึง,กข-2522 ,รบ.  ,ต.1-01-0848,NISSAN              ,กระบะบรรทุก 1 ตัน 4 ประตู                         ,NA20-012291W (1),FGD21-E28941 / FGD21,12/1/2539,21,ป.3,เบนชิล
กฟส.จอมบึง,กจ-3175 ,รบ.  ,ต.1-01-1327,FORD                ,กระบะบรรทุก 1 ตัน 4 ประตูมีหลังคาครอบ             ,WLAT434835,MNBBSFD303W363792 /RANGER,21/2/2547,13,ป.3,ดีเชล
กฟส.จอมบึง,กจ-6246 ,รบ.  ,ต.1-01-2043,CHEVROLET           ,กระบะบรรทุก 1 ตัน 4 ประตู                         ,4JK1-ES9635,MPATFR86H7H546908 / COLORADO,23/8/2550,10,ป.3,ดีเชล
กฟส.จอมบึง,กธ-1164 ,รบ.  ,ต.1-01-2230,MITSUBISHI          ,กระบะบรรทุก 1 ตัน 4 ประตูมีหลังคาครอบ             ,4D56UCEG3852,MMTJNKA40DD029309 / KA4TNJNUZRU,8/7/2556,4,ป.3,ดีเชล
กฟส.จอมบึง,กวษ-275 ,รบ.  ,ต.1-20-3364,HONDA               ,จักรยานยนต์                                       ,C100SE-1082143,C100S-1082143 /DREAM,29/11/2542,18,,เบนชิล
กฟส.จอมบึง,ขคม-262 ,รบ.  ,ต.1-20-3419,YAMAHA              ,จักรยานยนต์                                       ,5HV-597720,5HV-597720 /KA-105C,17/3/2546,14,,เบนชิล
กฟส.จอมบึง,ขคม-263 ,รบ.  ,ต.1-20-3417,YAMAHA              ,จักรยานยนต์                                       ,5HV-590400,5HV-590400 /KA-105C,17/3/2546,14,,เบนชิล
กฟส.จอมบึง,บท-4544 ,รบ.  ,ต.1-03-1046,NISSAN              ,กระบะบรรทุก 1 ตัน                                 ,NA16-013942W,FGD21-F27077 / FGD21SFXDXA,25/9/2539,21,ป.3,เบนชิล
กฟส.จอมบึง,บว 8745 ,รบ.  ,ต.1-04-2104,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-287098 (2),TLD24-0296369 /TLD24,12/4/2527,33,ป.3,ดีเชล
